Навзание проекта,Клиент,Менеджер,Отсрочка,Статья ОПиУ,Статья ДДС,Начислено с НДС,Наличие НДС,Сумма НДС,Начислено без НДС,"ИТОГО, реализация за минуоом штрафа",Оплачено аванс 1,Дата аванса,Оплачено аванс 2,Дата аванса,"УДЕРЖАНИЯ, штрафы",Окончательный расчет,Дата окончательного расчета,Осталось получить по проекту,Дата начала работ,Дата окончания проекта,Дата планового окончания проекта,месяц планового окончания работ,Дата планового поступления ДС,месяц планвого поступления  ДС,Месяц окончания проекта,Год окончания проекта,Продолжительность проекта,ДАТА УПД,Дата выставления акта,Месяц выставления акта,Дата подписания акта,№ Акта,статус акта,Срок подписание акта по п 4.6,,Регион,Статус оплаты,Оплачено,Источник
ЖК Новое К,ООО Самолет - Сервис СПБ,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"335 188,08",5%,"15 961,34","319 226,74","335 188,08",,,,,,,,"335 188,08",20.08.2026,19.09.2026,19.09.2026,9,19.10.2026,10,9,2026,30,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",merge:bez_ryb_NK:208+Uchet:102
ЖК Новое К,ООО Самолет - Сервис СПБ,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"287 048,06",5%,"13 668,96","273 379,10","287 048,06",,,,,,,,"287 048,06",20.08.2026,19.09.2026,19.09.2026,9,19.10.2026,10,9,2026,30,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",merge:bez_ryb_NK:209+Uchet:103
ЖК Астрид,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"425 589,99",5%,"20 266,19","405 323,80","425 589,99",,,,,,,,"425 589,99",20.08.2026,19.09.2026,19.09.2026,9,19.10.2026,10,9,2026,30,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",merge:bez_ryb_NK:210+Uchet:104
ЖК Астрид,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"228 370,58",5%,"10 874,79","217 495,79","228 370,58",,,,,,,,"228 370,58",20.08.2026,19.09.2026,19.09.2026,9,19.10.2026,10,9,2026,30,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",merge:bez_ryb_NK:211+Uchet:105
ЖК Курортный,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"575 041,20",5%,"27 382,91","547 658,29","575 041,20",,,,,,,,"575 041,20",20.08.2026,19.09.2026,19.09.2026,9,,,9,2026,30,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",bez_ryb_NK:212
ЖК Курортный,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"287 784,93",5%,"13 704,04","274 080,88","287 784,93",,,,,,,,"287 784,93",20.08.2026,19.09.2026,19.09.2026,9,,,9,2026,30,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",bez_ryb_NK:213
ЖК Курортный,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"461 430,77",5%,"21 972,89","439 457,88","461 430,77",,,,,,,,"461 430,77",20.08.2026,19.09.2026,19.09.2026,9,19.10.2026,10,9,2026,30,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",merge:bez_ryb_NK:214+Uchet:146
ЖК Курортный,ООО Самолет УК,,,Реализация услуг Клининг (ДУ),Поступление Клининг (ДУ),,5%,"0,00","0,00","0,00",,,,,,,,"0,00",20.08.2026,19.09.2026,19.09.2026,9,,,9,2026,30,,,,,,,,,Санкт-Петербург,Оплачено,"0,00",bez_ryb_NK:215
ЖК Космонавтов 11,ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"1 486 782,15",5%,"70 799,15","1 415 983,00","1 486 782,15",,,,,,,,"1 486 782,15",01.09.2026,30.09.2026,30.09.2026,9,,,9,2026,29,,,,,,,,,Екатеринбург,Не оплачено,"0,00",bez_ryb_NK:216
ЖК Космонавтов 11,ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"267 268,32",5%,"12 727,06","254 541,26","267 268,32",,,,,,,,"267 268,32",01.09.2026,30.09.2026,30.09.2026,9,,,9,2026,29,,,,,,,,,Екатеринбург,Не оплачено,"0,00",bez_ryb_NK:217
ЖК Исеть Парк,ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"749 636,11",5%,"35 696,96","713 939,15","749 636,11",,,,,,,,"749 636,11",01.09.2026,30.09.2026,30.09.2026,9,,,9,2026,29,,,,,,,,,Екатеринбург,Не оплачено,"0,00",bez_ryb_NK:218
ЖК Утес,ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"218 229,04",5%,"10 391,86","207 837,18","218 229,04",,,,,,,,"218 229,04",01.09.2026,30.09.2026,30.09.2026,9,14.11.2026,11,9,2026,29,,,,,,,,,Екатеринбург,Не оплачено,"0,00",merge:bez_ryb_NK:219+Uchet:112
ЖК Нокса Парк,ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"529 581,35",5%,"25 218,16","504 363,19","529 581,35",,,,,,,,"529 581,35",01.09.2026,30.09.2026,30.09.2026,9,,,9,2026,29,,,,,,,,,Екатеринбург,Не оплачено,"0,00",bez_ryb_NK:220
ЖК Рыбацкое,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"1 560 971,98",5%,"74 332,00","1 486 639,98","1 560 971,98",,,,,,,,"1 560 971,98",20.09.2026,19.10.2026,19.10.2026,10,,,10,2026,29,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",bez_ryb_NK:221
ЖК Рыбацкое,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"1 077 308,12",5%,"51 300,39","1 026 007,73","1 077 308,12",,,,,,,,"1 077 308,12",20.09.2026,19.10.2026,19.10.2026,10,,,10,2026,29,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",bez_ryb_NK:222
ЖК Рыбацкое,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"950 000,00",5%,"45 238,10","904 761,90","950 000,00",,,,,,,,"950 000,00",20.09.2026,19.10.2026,19.10.2026,10,,,10,2026,29,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",bez_ryb_NK:223
ЖК Новое К,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"677 663,74",5%,"32 269,70","645 394,04","677 663,74",,,,,,,,"677 663,74",20.09.2026,19.10.2026,19.10.2026,10,18.11.2026,11,10,2026,29,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",merge:bez_ryb_NK:224+Uchet:119
ЖК Новое К,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"713 043,88",5%,"33 954,47","679 089,41","713 043,88",,,,,,,,"713 043,88",20.09.2026,19.10.2026,19.10.2026,10,18.11.2026,11,10,2026,29,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",merge:bez_ryb_NK:225+Uchet:120
ЖК Новое К,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"459 100,14",5%,"21 861,91","437 238,23","459 100,14",,,,,,,,"459 100,14",20.09.2026,19.10.2026,19.10.2026,10,18.11.2026,11,10,2026,29,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",merge:bez_ryb_NK:226+Uchet:121
ЖК Новое К,ООО Самолет - Сервис СПБ,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"335 188,08",5%,"15 961,34","319 226,74","335 188,08",,,,,,,,"335 188,08",20.09.2026,19.10.2026,19.10.2026,10,18.11.2026,11,10,2026,29,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",merge:bez_ryb_NK:227+Uchet:122
ЖК Новое К,ООО Самолет - Сервис СПБ,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"287 048,06",5%,"13 668,96","273 379,10","287 048,06",,,,,,,,"287 048,06",20.09.2026,19.10.2026,19.10.2026,10,18.11.2026,11,10,2026,29,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",merge:bez_ryb_NK:228+Uchet:123
ЖК Астрид,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"425 589,99",5%,"20 266,19","405 323,80","425 589,99",,,,,,,,"425 589,99",20.09.2026,19.10.2026,19.10.2026,10,18.11.2026,11,10,2026,29,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",merge:bez_ryb_NK:229+Uchet:124
ЖК Астрид,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"228 370,58",5%,"10 874,79","217 495,79","228 370,58",,,,,,,,"228 370,58",20.09.2026,19.10.2026,19.10.2026,10,18.11.2026,11,10,2026,29,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",merge:bez_ryb_NK:230+Uchet:125
ЖК Курортный,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"575 041,20",5%,"27 382,91","547 658,29","575 041,20",,,,,,,,"575 041,20",20.09.2026,19.10.2026,19.10.2026,10,,,10,2026,29,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",bez_ryb_NK:231
ЖК Курортный,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"287 784,93",5%,"13 704,04","274 080,88","287 784,93",,,,,,,,"287 784,93",20.09.2026,19.10.2026,19.10.2026,10,,,10,2026,29,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",bez_ryb_NK:232
ЖК Курортный,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"461 430,77",5%,"21 972,89","439 457,88","461 430,77",,,,,,,,"461 430,77",20.09.2026,19.10.2026,19.10.2026,10,,,10,2026,29,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",bez_ryb_NK:233
ЖК Космонавтов 11,ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"1 486 782,15",5%,"70 799,15","1 415 983,00","1 486 782,15",,,,,,,,"1 486 782,15",01.10.2026,31.10.2026,31.10.2026,10,,,10,2026,30,,,,,,,,,Екатеринбург,Не оплачено,"0,00",bez_ryb_NK:234
ЖК Космонавтов 11,ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"267 269,32",5%,"12 727,11","254 542,21","267 269,32",,,,,,,,"267 269,32",01.10.2026,31.10.2026,31.10.2026,10,,,10,2026,30,,,,,,,,,Екатеринбург,Не оплачено,"0,00",bez_ryb_NK:235
ЖК Исеть Парк,ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"749 636,11",5%,"35 696,96","713 939,15","749 636,11",,,,,,,,"749 636,11",01.10.2026,31.10.2026,31.10.2026,10,,,10,2026,30,,,,,,,,,Екатеринбург,Не оплачено,"0,00",bez_ryb_NK:236
ЖК Утес,ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"218 229,04",5%,"10 391,86","207 837,18","218 229,04",,,,,,,,"218 229,04",01.10.2026,31.10.2026,31.10.2026,10,15.12.2026,12,10,2026,30,,,,,,,,,Екатеринбург,Не оплачено,"0,00",merge:bez_ryb_NK:237+Uchet:131
ЖК Нокса Парк,ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"529 581,35",5%,"25 218,16","504 363,19","529 581,35",,,,,,,,"529 581,35",01.10.2026,31.10.2026,31.10.2026,10,,,10,2026,30,,,,,,,,,Екатеринбург,Не оплачено,"0,00",bez_ryb_NK:238
ЖК Рыбацкое,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"1 560 971,98",5%,"74 332,00","1 486 639,98","1 560 971,98",,,,,,,,"1 560 971,98",20.10.2026,19.11.2026,19.11.2026,11,,,11,2026,30,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",bez_ryb_NK:239
ЖК Рыбацкое,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"1 412 096,11",5%,"67 242,67","1 344 853,44","1 412 096,11",,,,,,,,"1 412 096,11",20.10.2026,19.11.2026,19.11.2026,11,,,11,2026,30,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",bez_ryb_NK:240
ЖК Рыбацкое,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"1 176 625,45",5%,"56 029,78","1 120 595,67","1 176 625,45",,,,,,,,"1 176 625,45",20.10.2026,19.11.2026,19.11.2026,11,,,11,2026,30,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",bez_ryb_NK:241
ЖК Новое К,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"677 663,74",5%,"32 269,70","645 394,04","677 663,74",,,,,,,,"677 663,74",20.10.2026,19.11.2026,19.11.2026,11,19.12.2026,12,11,2026,30,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",merge:bez_ryb_NK:242+Uchet:138
ЖК Новое К,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"857 075,74",5%,"40 813,13","816 262,61","857 075,74",,,,,,,,"857 075,74",20.10.2026,19.11.2026,19.11.2026,11,19.12.2026,12,11,2026,30,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",merge:bez_ryb_NK:243+Uchet:139
ЖК Новое К,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"582 952,74",5%,"27 759,65","555 193,09","582 952,74",,,,,,,,"582 952,74",20.10.2026,19.11.2026,19.11.2026,11,19.12.2026,12,11,2026,30,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",merge:bez_ryb_NK:244+Uchet:140
ЖК Новое К,ООО Самолет - Сервис СПБ,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"335 188,08",5%,"15 961,34","319 226,74","335 188,08",,,,,,,,"335 188,08",20.10.2026,19.11.2026,19.11.2026,11,19.12.2026,12,11,2026,30,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",merge:bez_ryb_NK:245+Uchet:141
ЖК Новое К,ООО Самолет - Сервис СПБ,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"346 086,21",5%,"16 480,30","329 605,91","346 086,21",,,,,,,,"346 086,21",20.10.2026,19.11.2026,19.11.2026,11,19.12.2026,12,11,2026,30,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",merge:bez_ryb_NK:246+Uchet:142
ЖК Астрид,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"425 589,99",5%,"20 266,19","405 323,80","425 589,99",,,,,,,,"425 589,99",20.10.2026,19.11.2026,19.11.2026,11,19.12.2026,12,11,2026,30,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",merge:bez_ryb_NK:247+Uchet:143
ЖК Астрид,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"386 661,24",5%,"18 412,44","368 248,80","386 661,24",,,,,,,,"386 661,24",20.10.2026,19.11.2026,19.11.2026,11,19.12.2026,12,11,2026,30,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",merge:bez_ryb_NK:248+Uchet:144
ЖК Курортный,ООО Самолет УК,,,Реализация услуг Клининг (ДУ),Поступление Клининг (ДУ),,5%,"0,00","0,00","0,00",,,,,,,,"0,00",20.09.2026,19.10.2026,19.10.2026,10,,,10,2026,29,,,,,,,,,Санкт-Петербург,Оплачено,"0,00",bez_ryb_NK:249
ЖК Курортный,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"575 041,20",5%,"27 382,91","547 658,29","575 041,20",,,,,,,,"575 041,20",20.10.2026,19.11.2026,19.11.2026,11,,,,2026,30,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",bez_ryb_NK:250
ЖК Курортный,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"405 467,25",5%,"19 307,96","386 159,28","405 467,25",,,,,,,,"405 467,25",20.10.2026,19.11.2026,19.11.2026,11,,,,2026,30,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",bez_ryb_NK:251
ЖК Курортный,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"822 304,85",5%,"39 157,37","783 147,48","822 304,85",,,,,,,,"822 304,85",20.10.2026,19.11.2026,19.11.2026,11,20.12.2026,12,,2026,30,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",merge:bez_ryb_NK:252+Uchet:176
ЖК Курортный,ООО Самолет УК,,,Реализация услуг Клининг (ДУ),Поступление Клининг (ДУ),,5%,"0,00","0,00","0,00",,,,,,,,"0,00",21.10.2026,20.11.2026,20.11.2026,11,,,11,2026,30,,,,,,,,,Санкт-Петербург,Оплачено,"0,00",bez_ryb_NK:253
ЖК Космонавтов 11,ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"1 791 676,56",5%,"85 317,93","1 706 358,63","1 791 676,56",,,,,,,,"1 791 676,56",01.11.2026,30.11.2026,30.11.2026,11,,,,2026,29,,,,,,,,,Екатеринбург,Не оплачено,"0,00",bez_ryb_NK:254
ЖК Космонавтов 11,ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"322 032,72",5%,"15 334,89","306 697,83","322 032,72",,,,,,,,"322 032,72",01.11.2026,30.11.2026,30.11.2026,11,,,11,2026,29,,,,,,,,,Екатеринбург,Не оплачено,"0,00",bez_ryb_NK:255
ЖК Исеть Парк,ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"903 397,19",5%,"43 018,91","860 378,28","903 397,19",,,,,,,,"903 397,19",01.11.2026,30.11.2026,30.11.2026,11,14.01.2027,1,11,2026,29,,,,,,,,,Екатеринбург,Не оплачено,"0,00",merge:bez_ryb_NK:256+Uchet:151
ЖК Утес,ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"262 988,48",5%,"12 523,26","250 465,22","262 988,48",,,,,,,,"262 988,48",01.11.2026,30.11.2026,30.11.2026,11,14.01.2027,1,11,2026,29,,,,,,,,,Екатеринбург,Не оплачено,"0,00",merge:bez_ryb_NK:257+Uchet:152
ЖК Нокса Парк,ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"595 852,98",5%,"28 373,95","567 479,03","595 852,98",,,,,,,,"595 852,98",01.11.2026,30.11.2026,30.11.2026,11,,,11,2026,29,,,,,,,,,Екатеринбург,Не оплачено,"0,00",bez_ryb_NK:258
ЖК Рыбацкое,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"1 560 971,98",5%,"74 332,00","1 486 639,98","1 560 971,98",,,,,,,,"1 560 971,98",20.11.2026,19.12.2026,19.12.2026,12,,,12,2026,29,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",bez_ryb_NK:259
ЖК Рыбацкое,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"1 412 096,11",5%,"67 242,67","1 344 853,44","1 412 096,11",,,,,,,,"1 412 096,11",20.11.2026,19.12.2026,19.12.2026,12,,,12,2026,29,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",bez_ryb_NK:260
ЖК Рыбацкое,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"1 176 625,45",5%,"56 029,78","1 120 595,67","1 176 625,45",,,,,,,,"1 176 625,45",20.11.2026,19.12.2026,19.12.2026,12,,,12,2026,29,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",bez_ryb_NK:261
ЖК Новое К,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"677 663,74",5%,"32 269,70","645 394,04","677 663,74",,,,,,,,"677 663,74",20.11.2026,19.12.2026,19.12.2026,12,18.01.2027,1,12,2026,29,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",merge:bez_ryb_NK:262+Uchet:159
ЖК Новое К,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"857 075,74",5%,"40 813,13","816 262,61","857 075,74",,,,,,,,"857 075,74",20.11.2026,19.12.2026,19.12.2026,12,18.01.2027,1,12,2026,29,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",merge:bez_ryb_NK:263+Uchet:160
ЖК Новое К,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"582 952,74",5%,"27 759,65","555 193,09","582 952,74",,,,,,,,"582 952,74",20.11.2026,19.12.2026,19.12.2026,12,18.01.2027,1,12,2026,29,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",merge:bez_ryb_NK:264+Uchet:161
ЖК Новое К,ООО Самолет - Сервис СПБ,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"335 188,08",5%,"15 961,34","319 226,74","335 188,08",,,,,,,,"335 188,08",20.11.2026,19.12.2026,19.12.2026,12,18.01.2027,1,12,2026,29,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",merge:bez_ryb_NK:265+Uchet:162
ЖК Новое К,ООО Самолет - Сервис СПБ,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"346 086,21",5%,"16 480,30","329 605,91","346 086,21",,,,,,,,"346 086,21",20.11.2026,19.12.2026,19.12.2026,12,18.01.2027,1,12,2026,29,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",merge:bez_ryb_NK:266+Uchet:163
ЖК Астрид,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"425 589,99",5%,"20 266,19","405 323,80","425 589,99",,,,,,,,"425 589,99",20.11.2026,19.12.2026,19.12.2026,12,18.01.2027,1,12,2026,29,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",merge:bez_ryb_NK:267+Uchet:164
ЖК Астрид,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"386 661,24",5%,"18 412,44","368 248,80","386 661,24",,,,,,,,"386 661,24",20.11.2026,19.12.2026,19.12.2026,12,18.01.2027,1,12,2026,29,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",merge:bez_ryb_NK:268+Uchet:165
ЖК Курортный,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"575 041,20",5%,"27 382,91","547 658,29","575 041,20",,,,,,,,"575 041,20",20.11.2026,19.12.2026,19.12.2026,12,,,,2026,29,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",bez_ryb_NK:269
ЖК Курортный,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"405 467,25",5%,"19 307,96","386 159,28","405 467,25",,,,,,,,"405 467,25",20.11.2026,19.12.2026,19.12.2026,12,,,,2026,29,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",bez_ryb_NK:270
ЖК Курортный,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"822 304,85",5%,"39 157,37","783 147,48","822 304,85",,,,,,,,"822 304,85",20.11.2026,19.12.2026,19.12.2026,12,19.01.2027,1,,2026,29,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",merge:bez_ryb_NK:271+Uchet:179
ЖК Космонавтов 11,ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"1 791 676,56",5%,"85 317,93","1 706 358,63","1 791 676,56",,,,,,,,"1 791 676,56",01.12.2026,31.12.2026,31.12.2026,12,,,,2026,30,,,,,,,,,Екатеринбург,Не оплачено,"0,00",bez_ryb_NK:272
ЖК Космонавтов 11,ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"322 032,72",5%,"15 334,89","306 697,83","322 032,72",,,,,,,,"322 032,72",01.12.2026,31.12.2026,31.12.2026,12,,,12,2026,30,,,,,,,,,Екатеринбург,Не оплачено,"0,00",bez_ryb_NK:273
ЖК Исеть Парк,ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"903 397,19",5%,"43 018,91","860 378,28","903 397,19",,,,,,,,"903 397,19",01.12.2026,31.12.2026,31.12.2026,12,14.02.2027,2,12,2026,30,,,,,,,,,Екатеринбург,Не оплачено,"0,00",merge:bez_ryb_NK:274+Uchet:169
ЖК Утес,ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"262 988,48",5%,"12 523,26","250 465,22","262 988,48",,,,,,,,"262 988,48",01.12.2026,31.12.2026,31.12.2026,12,14.02.2027,2,12,2026,30,,,,,,,,,Екатеринбург,Не оплачено,"0,00",merge:bez_ryb_NK:275+Uchet:170
ЖК Нокса Парк,ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"595 852,98",5%,"28 373,95","567 479,03","595 852,98",,,,,,,,"595 852,98",01.12.2026,31.12.2026,31.12.2026,12,,,12,2026,30,,,,,,,,,Екатеринбург,Не оплачено,"0,00",bez_ryb_NK:276
ЖК Рыбацкое,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"1 560 971,98",5%,"74 332,00","1 486 639,98","1 248 777,58",,,,,"312 194,40",,,"1 248 777,58",20.03.2026,19.04.2026,19.04.2026,4,,,4,2026,30,19.04.2026,22.04.2026,4,,упд 101,отказ,09.01.1900,,Санкт-Петербург,Не оплачено,"0,00",Uchet_sdelok:2
ЖК Рыбацкое,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"946 478,81",5%,"45 070,42","901 408,39","946 478,81",,,,,,,,"946 478,81",20.03.2026,19.04.2026,19.04.2026,4,16.06.2026,6,4,2026,30,19.04.2026,22.04.2026,4,12.05.2026,упд 99,подписан,22.05.2026,,Санкт-Петербург,Не оплачено,"0,00",Uchet_sdelok:4
ЖК Курортный,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"383 352,69",5%,"18 254,89","365 097,80","383 352,69",,,,,,,,"383 352,69",20.03.2026,19.04.2026,19.04.2026,4,03.06.2026,6,4,2026,30,19.04.2026,04.05.2026,5,,упд 104,отказ,09.01.1900,,Санкт-Петербург,Не оплачено,"0,00",Uchet_sdelok:10
ЖК Курортный,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"317 241,26",5%,"15 106,73","302 134,53","317 241,26",,,,,,,,"317 241,26",20.03.2026,19.04.2026,19.04.2026,4,03.06.2026,6,4,2026,30,19.04.2026,11.05.2026,5,,упд 105,подписан,,,Санкт-Петербург,Не оплачено,"0,00",Uchet_sdelok:11
ЖК Космонавтов 11,ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"1 732 090,24",5%,"82 480,49","1 649 609,75","1 732 090,24",,,,,,,,"1 732 090,24",01.04.2026,30.04.2026,30.04.2026,4,14.06.2026,6,4,2026,29,30.04.2026,04.05.2026,5,,упд 102,подписан,,,Екатеринбург,Не оплачено,"0,00",Uchet_sdelok:12
ЖК Исеть Парк,ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"749 636,00",5%,"35 696,95","713 939,05","749 636,00",,,,,,,,"749 636,00",01.04.2026,30.04.2026,30.04.2026,4,14.06.2026,6,4,2026,29,30.04.2026,04.05.2026,5,,упд 102,подписан,,,Екатеринбург,Не оплачено,"0,00",Uchet_sdelok:13
